Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,ResultSpeed,ResultDir,AvgSpeed
1,9/19/2011,69,54,62,-1,58,60,3,0,RA BR,0,M,0,0.24,29.24,4.1,29,5.8
2,9/19/2011,68,56,62,M,58,60,3,0,RA BR,M,M,M,0.41,29.3,3.8,26,5.8
1,9/20/2011,74,49,62,0,54,58,3,0,MIFG BCFG BR,0,M,0,0,29.26,7.3,18,7.3
2,9/20/2011,75,53,64,M,54,58,1,0,FG+ BCFG BR,M,M,M,0.01,29.33,5.8,17,6.1
1,9/21/2011,71,56,64,2,49,56,1,0,RA,0,M,0,0,29.23,10.2,25,11
2,9/21/2011,72,57,65,M,49,56,0,0, ,M,M,M,0,29.29,9.4,24,10.3
1,9/22/2011,64,51,58,-4,47,52,7,0, ,0,M,0,0,29.36,4.6,27,6.9
2,9/22/2011,63,53,58,M,47,52,7,0, ,M,M,M,0,29.42,6.5,25,7.2
1,9/23/2011,62,48,55,-6,44,49,10,0, ,0,M,0,0,29.33,5.9,36,7
2,9/23/2011,62,48,55,M,46,51,10,0,RA,M,M,M,0.02,29.38,4.1,36,6.4
1,9/24/2011,62,51,57,-4,49,51,8,0,RA BR,0,M,0,0.14,29.26,3.6,3,4.6
2,9/24/2011,63,51,57,M,48,52,8,0,RA BR,M,M,M,0.07,29.31,2.9,4,5.3
1,9/25/2011,64,51,58,-3,53,55,7,0,RA,0,M,0,0.08,29.13,4.1,14,5.5
2,9/25/2011,65,53,59,M,53,55,6,0,RA BR,M,M,M,0.23,29.18,4.7,13,5.8
1,9/26/2011,60,53,57,-3,51,53,8,0,RA BR,0,M,0,1.21,28.92,8.8,18,15.4
2,9/26/2011,63,53,58,M,50,53,7,0,RA BR,M,M,M,0.9,28.98,8.1,19,12.4
1,9/27/2011,63,54,59,-1,53,55,6,0,RA BR,0,M,0,0.31,29,4.3,6,8.3
2,9/27/2011,63,54,59,M,53,55,6,0,RA BR,M,M,M,0.25,29.05,2.4,5,7.1
1,9/28/2011,63,53,58,-1,54,55,7,0,RA BR,0,M,0,0.77,29.07,6.5,32,7
2,9/28/2011,64,53,59,M,54,55,6,0,RA BR,M,M,M,0.15,29.12,5.7,32,6.7
1,9/29/2011,66,49,58,-1,51,53,7,0,RA BR,0,M,0,0.06,28.98,11.7,28,13.5
2,9/29/2011,66,51,59,M,50,54,6,0,RA DZ BR,M,M,M,0.09,29.03,11.2,27,12.7
1,9/30/2011,57,45,51,-8,41,47,14,0,RA,0,M,0,0.09,29.32,14.6,34,15
2,9/30/2011,58,47,53,M,42,47,12,0,RA,M,M,M,0.17,29.37,15.4,34,16.3
1,10/1/2011,56,42,49,-9,40,45,16,0, ,0,M,0,0,29.53,9.6,36,10.3
2,10/1/2011,56,44,50,M,40,45,15,0, ,M,M,M,0,29.59,10.7,35,11.2
1,10/2/2011,66,41,54,-4,38,46,11,0, ,0,M,0,0,29.47,4.7,32,5.4
2,10/2/2011,65,41,53,M,39,46,12,0, ,M,M,M,0,29.54,4.1,32,4.6
1,10/3/2011,69,44,57,0,45,50,8,0, ,0,M,0,0,29.48,3.4,3,5
2,10/3/2011,70,45,58,M,44,50,7,0, ,M,M,M,0,29.54,3.6,2,4.1
1,10/4/2011,76,43,60,3,47,52,5,0, ,0,M,0,0,29.52,1.1,16,2.3
2,10/4/2011,74,46,60,M,47,53,5,0, ,M,M,M,0,29.58,0.7,15,1.7
1,10/5/2011,80,49,65,8,48,55,0,0, ,0,M,0,0,29.49,1.9,18,3.2
2,10/5/2011,80,52,66,M,47,55,0,1, ,M,M,M,0,29.55,1.3,17,2.9
1,10/6/2011,81,50,66,10,51,58,0,1, ,0,M,0,0,29.5,3.8,15,4.6
2,10/6/2011,81,56,69,M,50,58,0,4, ,M,M,M,0,29.57,3.9,15,4.6
1,10/7/2011,84,54,69,13,53,59,0,4, ,0,M,0,0,29.52,7.5,18,7.7
2,10/7/2011,84,59,72,M,51,59,0,7, ,M,M,M,0,29.59,6.4,17,6.8
1,10/8/2011,82,54,68,12,54,60,0,3, ,0,M,0,0,29.56,7.2,19,7.6
2,10/8/2011,82,61,72,M,53,60,0,7, ,M,M,M,0,29.62,6.3,19,6.9
1,10/9/2011,80,52,66,11,51,58,0,1, ,0,M,0,0,29.55,2.8,9,3.8
2,10/9/2011,80,56,68,M,51,58,0,3, ,M,M,M,0,29.62,3.1,10,3.8
1,10/10/2011,76,54,65,10,51,57,0,0, ,0,M,0,0,29.39,5.2,16,6
2,10/10/2011,77,58,68,M,49,58,0,3, ,M,M,M,0,29.45,5.9,16,6.4
1,10/11/2011,79,57,68,14,54,60,0,3, ,0,M,0,0,29.23,4.1,15,4.9
2,10/11/2011,78,58,68,M,52,59,0,3, ,M,M,M,0,29.29,3.8,13,4.6
1,10/12/2011,78,55,67,13,52,58,0,2, ,0,M,0,0,29.03,7,14,8.1
2,10/12/2011,77,57,67,M,51,58,0,2, ,M,M,M,0,29.08,6,14,6.8
1,10/13/2011,66,52,59,6,55,58,6,0,RA BR,0,M,0,0.28,28.81,4.3,26,7
2,10/13/2011,64,52,58,M,55,57,7,0,RA BR,M,M,M,0.49,28.87,2.8,24,6
1,10/14/2011,62,48,55,2,41,48,10,0, ,0,M,0,0,28.9,15.4,28,15.6
2,10/14/2011,61,49,55,M,41,48,10,0, ,M,M,M,0,28.97,15.1,27,15.3
1,10/15/2011,62,47,55,2,36,46,10,0, ,0,M,0,0,29.1,14.8,27,15.3
2,10/15/2011,61,47,54,M,36,46,11,0, ,M,M,M,0,29.18,14.9,26,15.1
1,10/16/2011,62,48,55,3,39,46,10,0,RA,0,M,0,0.17,29.08,7.4,28,8.5
2,10/16/2011,60,46,53,M,39,46,12,0,RA,M,M,M,0.12,29.15,6.7,26,8.1
1,10/17/2011,59,41,50,-2,33,42,15,0, ,0,M,0,0,29.11,10.2,26,10.4
2,10/17/2011,57,40,49,M,33,42,16,0, ,M,M,M,0,29.18,11.2,25,11.3
1,10/18/2011,54,41,48,-3,37,43,17,0,RA,0,M,0,0.06,29.09,6.4,1,8.5
2,10/18/2011,54,40,47,M,38,43,18,0,RA DZ BR,M,M,M,0.02,29.15,5.3,36,7.2
1,10/19/2011,49,44,47,-4,40,44,18,0,RA BR,0,M,0,0.85,28.93,17.1,36,18
2,10/19/2011,49,44,47,M,41,44,18,0,RA BR,M,M,M,0.84,28.97,19.6,1,19.9
1,10/20/2011,47,43,45,-5,37,42,20,0,RA,0,M,0,0.08,29,15.8,32,16.1
2,10/20/2011,46,42,44,M,38,42,21,0,RA,M,M,M,0.07,29.05,14.4,31,14.9
1,10/21/2011,55,38,47,-3,34,41,18,0, ,0,M,0,0,29.32,4.6,29,5.4
2,10/21/2011,54,37,46,M,34,41,19,0, ,M,M,M,0,29.39,4.3,28,5.7
1,10/22/2011,66,34,50,0,37,44,15,0, ,0,M,0,0,29.28,3.2,23,3.7
2,10/22/2011,66,38,52,M,37,45,13,0, ,M,M,M,0,29.35,3.7,21,3.9
1,10/23/2011,68,38,53,4,41,48,12,0,TSRA RA BR,0,M,0,0.2,29.19,6.1,22,6.9
2,10/23/2011,67,41,54,M,42,49,11,0,TSRA RA,M,M,M,0.22,29.25,5.9,23,6.9
1,10/24/2011,63,45,54,5,39,46,11,0, ,0,M,0,0,29.34,5.7,28,7.3
2,10/24/2011,63,45,54,M,39,47,11,0,RA,M,M,M,0.06,29.41,5,27,7.1
1,10/25/2011,74,45,60,12,46,53,5,0,RA,0,M,0,0.02,29.11,7.6,19,11.9
2,10/25/2011,74,49,62,M,45,53,3,0,TS TSRA BR,M,M,M,0.13,29.19,9,19,10.8
1,10/26/2011,53,47,50,2,42,46,15,0, ,0,M,0,0,29.19,12.4,36,12.6
2,10/26/2011,54,47,51,M,42,46,14,0,BR,M,M,M,0,29.24,13.9,36,14.2
1,10/27/2011,53,39,46,-2,37,42,19,0,RA,0,M,0,0.12,29.34,3.6,35,5.8
2,10/27/2011,51,38,45,M,38,42,20,0,RA BR,M,M,M,0.16,29.4,3.5,1,6.9
1,10/28/2011,55,35,45,-2,33,40,20,0, ,0,M,0,0.03,29.36,4.9,22,5.6
2,10/28/2011,54,36,45,M,32,40,20,0, ,M,M,M,0,29.43,5.2,21,5.7
1,10/29/2011,55,34,45,-2,30,38,20,0, ,0,M,0,0,29.34,4.6,28,5.2
2,10/29/2011,54,36,45,M,29,38,20,0, ,M,M,M,0,29.4,3.8,26,4.8
1,10/30/2011,57,33,45,-1,36,41,20,0,RA BR,0,M,0,0.17,29.27,10.6,19,11.1
2,10/30/2011,57,37,47,M,34,42,18,0,RA,M,M,M,0.11,29.34,10.6,19,11.2
1,10/31/2011,53,36,45,-1,36,40,20,0,BR,0,M,0,0,29.34,3.9,25,4.8
2,10/31/2011,53,39,46,M,35,41,19,0,BR,M,M,M,0,29.41,4.4,24,5.1
1,5/1/2012,65,49,57,4,52,55,8,0,RA BR HZ,0,M,0,0.09,29.18,6.2,12,7.7
2,5/1/2012,64,52,58,M,53,56,7,0,RA BR HZ,M,M,M,0.32,29.24,5.5,12,6.3
1,5/2/2012,80,58,69,15,60,64,0,4,FG+ BR,0,M,0,0,29.12,8.1,21,10.1
2,5/2/2012,78,60,69,M,60,64,0,4,BR,M,M,M,0,29.19,7.5,20,9.6
1,5/3/2012,86,66,76,22,65,69,0,11,TS TSRA,0,M,0,1.34,29.16,10.8,21,12
2,5/3/2012,86,69,78,M,64,69,0,13,TSRA RA BR VCTS,M,M,M,0.07,29.23,12.8,21,13.3
1,5/4/2012,73,55,64,10,55,58,1,0,TSRA BR HZ,0,M,0,0.28,29.23,5.2,5,9.2
2,5/4/2012,72,51,62,M,55,58,3,0,TSRA BR HZ,M,M,M,0.28,29.28,6.8,2,10
1,5/5/2012,60,52,56,1,52,54,9,0,RA BR HZ,0,M,0,0,29.29,8,4,8.3
2,5/5/2012,63,53,58,M,54,56,7,0,BR HZ,M,M,M,0,29.34,7.4,2,7.7
1,5/6/2012,70,51,61,6,53,56,4,0,TS TSRA RA BR,0,M,0,0.8,29.22,5,6,8.5
2,5/6/2012,73,54,64,M,54,57,1,0,TSRA BR,M,M,M,0.4,29.27,3.4,6,7.2
1,5/7/2012,64,52,58,3,55,57,7,0,TSRA RA FG+ FG BR HZ,0,M,0,0.47,29.15,2.3,34,5.4
2,5/7/2012,61,54,58,M,56,57,7,0,TSRA RA FG+ FG BR,M,M,M,0.59,29.2,1.4,5,5.1
1,5/8/2012,70,52,61,5,45,53,4,0,BR,0,M,0,0,29.13,8.3,28,8.9
2,5/8/2012,70,51,61,M,45,53,4,0,FG+,M,M,M,0.01,29.2,8.4,27,8.9
1,5/9/2012,60,47,54,-2,43,49,11,0,RA,0,M,0,0.06,29.2,4.2,1,7.6
2,5/9/2012,60,46,53,M,43,48,12,0, ,M,M,M,0,29.26,3.9,36,7.8
1,5/10/2012,67,46,57,1,34,46,8,0, ,0,M,0,0,29.29,3.2,5,7.5
2,5/10/2012,65,45,55,M,33,46,10,0, ,M,M,M,0,29.35,2.8,4,5.9
1,5/11/2012,78,43,61,4,40,52,4,0, ,0,M,0,0,29.36,9.3,20,9.5
2,5/11/2012,78,48,63,M,38,52,2,0, ,M,M,M,0,29.44,9.3,20,9.8
1,5/12/2012,69,53,61,4,42,51,4,0,RA,0,M,0,0.03,29.51,5.7,3,9.3
2,5/12/2012,67,51,59,M,45,51,6,0,TSRA RA,M,M,M,0.25,29.57,5.4,2,8.8
1,5/13/2012,72,50,61,3,31,48,4,0, ,0,M,0,0,29.45,7.4,4,7.8
2,5/13/2012,69,53,61,M,33,48,4,0, ,M,M,M,0,29.51,8.4,2,9.1
1,5/14/2012,82,43,63,5,36,51,2,0, ,0,M,0,0,29.31,2.5,19,5.2
2,5/14/2012,78,46,62,M,36,51,3,0, ,M,M,M,0,29.38,1.8,14,4.5
1,5/15/2012,86,57,72,14,45,57,0,7,TS RA,0,M,0,0.05,29.18,6.9,25,12.6
2,5/15/2012,84,56,70,M,44,56,0,5,RA,M,M,M,0,29.24,9.1,24,11.8
1,5/16/2012,65,50,58,-1,33,46,7,0, ,0,M,0,0,29.38,9.6,5,10.5
2,5/16/2012,63,52,58,M,33,46,7,0, ,M,M,M,0,29.44,11.6,4,12.6
1,5/17/2012,74,45,60,1,39,50,5,0, ,0,M,0,0,29.38,5.3,11,5.8
2,5/17/2012,71,49,60,M,40,51,5,0, ,M,M,M,0,29.44,5.3,11,6.1
1,5/18/2012,85,53,69,9,41,54,0,4, ,0,M,0,0,29.29,8.7,16,9.2
2,5/18/2012,85,57,71,M,38,54,0,6, ,M,M,M,0,29.36,7.4,15,8.4
1,5/19/2012,92,59,76,16,53,62,0,11, ,0,M,0,0,29.29,8.2,17,9.1
2,5/19/2012,91,64,78,M,52,62,0,13, ,M,M,M,0,29.35,7.3,16,8.6
1,5/20/2012,93,65,79,18,57,65,0,14,TSRA RA,0,M,0,0.14,29.28,8.2,22,11.6
2,5/20/2012,92,65,79,M,57,65,0,14,TSRA RA,M,M,M,0.14,29.34,9.4,21,10.9
1,5/21/2012,67,54,61,0,44,52,4,0, ,0,M,0,0,29.39,11.6,1,12.6
2,5/21/2012,65,54,60,M,44,52,5,0, ,M,M,M,0,29.44,12.5,36,13.6
1,5/22/2012,71,50,61,0,41,51,4,0, ,0,M,0,0,29.28,6.1,5,7.2
2,5/22/2012,68,49,59,M,42,51,6,0, ,M,M,M,0,29.34,5.9,4,7.9
1,5/23/2012,82,47,65,4,42,54,0,0, ,0,M,0,0,29.1,6.6,16,6.9
2,5/23/2012,82,49,66,M,41,54,0,1, ,M,M,M,0,29.16,5.9,16,6.6
1,5/24/2012,90,64,77,15,53,63,0,12, ,0,M,0,0,28.97,17.5,18,17.7
2,5/24/2012,90,67,79,M,52,63,0,14, ,M,M,M,0,29.04,15.1,18,15.2
1,5/25/2012,83,65,74,12,49,59,0,9, ,0,M,0,0,29.31,3.4,3,10
2,5/25/2012,80,67,74,M,49,59,0,9, ,M,M,M,0,29.36,4.3,5,10.8
1,5/26/2012,86,60,73,11,54,61,0,8,RA,0,M,0,0,29.37,9.6,7,11.2
2,5/26/2012,82,63,73,M,54,62,0,8, ,M,M,M,0,29.41,10.4,7,11.3
1,5/27/2012,97,70,84,22,59,68,0,19, ,0,M,0,0,29.16,8.7,18,10.1
2,5/27/2012,97,73,85,M,58,68,0,20, ,M,M,M,0,29.23,9.4,18,10.7
1,5/28/2012,95,77,86,23,60,69,0,21, ,0,M,0,0,29.03,13.4,22,14
2,5/28/2012,94,74,84,M,60,68,0,19,RA,M,M,M,0.02,29.1,14.2,22,14.9
1,5/29/2012,85,61,73,9,46,59,0,8, ,0,M,0,0,29.1,11.1,28,12.2
2,5/29/2012,85,64,75,M,45,59,0,10, ,M,M,M,0,29.16,10.2,28,11.5
1,5/30/2012,70,53,62,-2,46,53,3,0, ,0,M,0,0,29.22,5.4,36,9.6
2,5/30/2012,69,53,61,M,46,53,4,0, ,M,M,M,0,29.28,5.9,36,10.4
1,5/31/2012,54,47,51,-13,45,48,14,0,RA BR,0,M,0,1.12,29.2,10.3,4,11
2,5/31/2012,55,49,52,M,45,48,13,0,RA BR,M,M,M,0.97,29.25,12.4,3,13
1,6/1/2012,65,49,57,-7,43,49,8,0,RA,0,M,0,0.01,29.07,7.3,36,9.9
2,6/1/2012,64,49,57,M,44,49,8,0,RA BR,M,M,M,0.03,29.12,9,36,10.8
1,6/2/2012,76,49,63,-1,46,55,2,0, ,0,M,0,0,29.03,10.6,26,10.8
2,6/2/2012,74,49,62,M,47,55,3,0, ,M,M,M,0,29.1,11.7,25,12.2
1,6/3/2012,81,57,69,5,48,58,0,4, ,0,M,0,0,29.1,9.5,28,9.7
2,6/3/2012,80,56,68,M,48,58,0,3, ,M,M,M,0,29.16,8.6,27,9.5
1,6/4/2012,75,59,67,3,47,56,0,2, ,0,M,0,0,29.18,7.5,4,8.2
2,6/4/2012,74,59,67,M,47,56,0,2, ,M,M,M,0,29.24,7.9,2,9.1
1,6/5/2012,70,57,64,-1,49,56,1,0, ,0,M,0,0,29.29,8.9,4,9.2
2,6/5/2012,69,57,63,M,49,56,2,0, ,M,M,M,0,29.35,9.6,3,10.1
1,6/6/2012,76,52,64,-2,46,55,1,0, ,0,M,0,0,29.36,6.2,4,6.5
2,6/6/2012,74,56,65,M,47,56,0,0, ,M,M,M,0,29.41,5.7,3,6
1,6/7/2012,82,54,68,2,44,56,0,3, ,0,M,0,0,29.38,2.2,10,4.5
2,6/7/2012,78,54,66,M,45,56,0,1, ,M,M,M,0,29.43,3.3,9,6
1,6/8/2012,88,54,71,5,49,60,0,6, ,0,M,0,0,29.26,7.2,25,7.7
2,6/8/2012,87,59,73,M,48,60,0,8, ,M,M,M,0,29.33,6.6,23,7.2
1,6/9/2012,90,65,78,12,50,62,0,13, ,0,M,0,0,29.18,9.3,22,10.1
2,6/9/2012,89,66,78,M,50,62,0,13, ,M,M,M,0,29.24,9.4,22,10.4
1,6/10/2012,93,67,80,13,56,66,0,15, ,0,M,0,0,29.2,11.9,19,12.3
2,6/10/2012,92,71,82,M,55,65,0,17, ,M,M,M,0,29.26,10.4,18,10.8
1,6/11/2012,90,70,80,13,62,68,0,15,RA,0,M,0,0,29.12,8.9,23,11.1
2,6/11/2012,90,72,81,M,63,69,0,16, ,M,M,M,0,29.18,9.4,22,11.1
1,6/12/2012,78,59,69,1,46,57,0,4, ,0,M,0,0,29.34,7,33,10.5
2,6/12/2012,77,62,70,M,47,57,0,5, ,M,M,M,0,29.39,6,34,10.9
1,6/13/2012,72,54,63,-5,45,55,2,0, ,0,M,0,0,29.43,7.2,8,7.5
2,6/13/2012,71,57,64,M,45,55,1,0, ,M,M,M,0,29.49,8.3,8,8.4
1,6/14/2012,87,56,72,4,48,59,0,7, ,0,M,0,0,29.34,7.9,13,9
2,6/14/2012,86,60,73,M,48,59,0,8, ,M,M,M,0,29.41,7.3,12,8.4
1,6/15/2012,94,59,77,9,49,62,0,12, ,0,M,0,0,29.33,8.2,16,9.7
2,6/15/2012,93,67,80,M,48,61,0,15, ,M,M,M,0,29.39,7.4,15,8.6
1,6/16/2012,94,69,82,13,60,68,0,17,RA BR,0,M,0,0.31,29.23,10,20,11.3
2,6/16/2012,94,69,82,M,60,68,0,17,RA BR,M,M,M,0.38,29.29,11.9,19,12.7
1,6/17/2012,87,69,78,9,59,66,0,13,RA BR,0,M,0,0.11,29.13,5.7,23,7.1
2,6/17/2012,85,68,77,M,59,66,0,12,RA BR,M,M,M,0.15,29.19,5.3,23,7.8
1,6/18/2012,94,69,82,12,65,71,0,17, ,0,M,0,0,29.03,16.8,21,17.2
2,6/18/2012,92,72,82,M,65,71,0,17, ,M,M,M,0,29.1,16.9,21,17.3
1,6/19/2012,95,78,87,17,65,72,0,22, ,0,M,0,0,29.21,14.9,21,15.5
2,6/19/2012,94,75,85,M,65,71,0,20, ,M,M,M,0,29.28,13.6,20,13.9
1,6/20/2012,95,77,86,16,62,71,0,21, ,0,M,0,0,29.22,15.2,21,15.4
2,6/20/2012,93,76,85,M,62,70,0,20, ,M,M,M,0,29.29,14.8,20,15
1,6/21/2012,85,70,78,8,59,66,0,13,RA,0,M,0,0.01,29.21,7.5,27,9.8
2,6/21/2012,83,70,77,M,60,67,0,12, ,M,M,M,0.03,29.26,7.2,26,9.4
1,6/22/2012,87,64,76,6,52,62,0,11, ,0,M,0,0,29.26,2.6,34,6.6
2,6/22/2012,83,63,73,M,52,62,0,8, ,M,M,M,0,29.32,1.7,5,5.4
1,6/23/2012,87,62,75,5,55,64,0,10, ,0,M,0,0,29.28,3.2,8,5.7
2,6/23/2012,86,63,75,M,55,63,0,10, ,M,M,M,0,29.34,3,8,4.8
1,6/24/2012,94,65,80,9,57,65,0,15, ,0,M,0,0,29.25,3.1,4,7
2,6/24/2012,92,70,81,M,58,66,0,16, ,M,M,M,0,29.29,1.7,3,8.2
1,6/25/2012,76,60,68,-3,49,58,0,3, ,0,M,0,0,29.35,13.6,4,14
2,6/25/2012,74,63,69,M,48,58,0,4, ,M,M,M,0,29.4,15.4,3,15.7
1,6/26/2012,83,56,70,-1,50,59,0,5, ,0,M,0,0,29.27,3.5,9,4.9
2,6/26/2012,81,63,72,M,51,60,0,7, ,M,M,M,0,29.33,5.6,9,6.7
1,6/27/2012,92,57,75,4,51,63,0,10, ,0,M,0,0,29.13,12.1,20,12.4
2,6/27/2012,90,64,77,M,51,63,0,12, ,M,M,M,0,29.21,11.3,20,11.6
1,6/28/2012,100,76,88,17,69,74,0,23,TSRA HZ,0,M,0,0.04,29.08,6.4,26,8.4
2,6/28/2012,101,77,89,M,68,74,0,24,TSRA,M,M,M,0.16,29.14,8.4,25,11.2
1,6/29/2012,88,69,79,8,61,67,0,14,TS TSRA RA,0,M,0,0.42,29.16,2.4,4,6.9
2,6/29/2012,88,70,79,M,62,69,0,14,TSRA RA BR HZ,M,M,M,0.28,29.21,1.8,35,8.3
1,6/30/2012,92,69,81,9,67,72,0,16, ,0,M,0,0,29.11,6,24,6.6
2,6/30/2012,89,70,80,M,68,72,0,15, ,M,M,M,0,29.17,6.9,23,7.4
1,7/1/2012,91,68,80,8,67,71,0,15, ,0,M,0,0,29.23,3.1,23,5.4
2,7/1/2012,90,66,78,M,68,72,0,13,TSRA RA,M,M,M,0.56,29.29,2.8,22,5.6
1,7/2/2012,98,71,85,13,69,74,0,20,BR HZ,0,M,0,0,29.21,4.4,23,5.2
2,7/2/2012,97,74,86,M,69,74,0,21, ,M,M,M,0,29.28,5.8,23,6.3
1,7/3/2012,96,77,87,15,67,74,0,22, ,0,M,0,0,29.13,9.4,25,9.9
2,7/3/2012,95,77,86,M,67,73,0,21, ,M,M,M,0,29.2,9.7,23,10.1
1,7/4/2012,102,79,91,19,68,75,0,26, ,0,M,0,0,29.15,9.4,25,9.6
2,7/4/2012,101,80,91,M,68,75,0,26, ,M,M,M,0,29.21,8.2,25,8.9
1,7/5/2012,103,79,91,19,69,75,0,26,TSRA,0,M,0,0.28,29.2,5.5,24,7.5
2,7/5/2012,102,79,91,M,68,75,0,26,RA,M,M,M,0,29.25,4.1,26,7
1,7/6/2012,103,82,93,21,71,77,0,28, ,0,M,0,0,29.21,6.5,27,7.3
2,7/6/2012,104,83,94,M,71,77,0,29, ,M,M,M,0,29.27,4.9,28,6.9
1,7/7/2012,98,73,86,14,67,72,0,21, ,0,M,0,0,29.26,7.9,2,11.9
2,7/7/2012,98,74,86,M,68,73,0,21, ,M,M,M,0,29.32,7.6,1,10.8
1,7/8/2012,85,68,77,4,56,65,0,12, ,0,M,0,0,29.34,11.3,3,11.5
2,7/8/2012,85,74,80,M,56,65,0,15, ,M,M,M,0,29.39,12.7,3,13.1
1,7/9/2012,91,66,79,6,57,65,0,14, ,0,M,0,0,29.33,4.7,5,6.8
2,7/9/2012,88,68,78,M,59,66,0,13, ,M,M,M,0,29.38,4.9,6,6.9
1,7/10/2012,83,67,75,2,55,64,0,10, ,0,M,0,0,29.39,9.9,4,10.1
2,7/10/2012,82,71,77,M,56,64,0,12, ,M,M,M,0,29.44,10.8,4,11.1
1,7/11/2012,87,64,76,3,57,65,0,11, ,0,M,0,0,29.39,5.8,9,8.1
2,7/11/2012,86,69,78,M,57,65,0,13, ,M,M,M,0,29.44,7.3,8,8.8
1,7/12/2012,91,66,79,6,54,65,0,14, ,0,M,0,0,29.35,6.4,11,8
2,7/12/2012,90,71,81,M,53,64,0,16, ,M,M,M,0,29.41,8.1,11,9.4
1,7/13/2012,93,70,82,9,63,69,0,17,TS TSRA RA BR,0,M,0,0.28,29.31,3.4,15,6.2
2,7/13/2012,93,73,83,M,63,69,0,18,TSRA,M,M,M,0,29.37,3.2,13,6.6
1,7/14/2012,90,70,80,7,65,70,0,15, ,0,M,0,0,29.3,2,25,6.4
2,7/14/2012,89,71,80,M,66,70,0,15,HZ,M,M,M,0,29.36,1.1,22,4.9
1,7/15/2012,95,71,83,9,66,71,0,18, ,0,M,0,0,29.29,2.2,27,7.4
2,7/15/2012,95,70,83,M,66,72,0,18, ,M,M,M,0,29.35,2.1,21,6.8
1,7/16/2012,97,72,85,11,66,72,0,20, ,0,M,0,0,29.19,7.1,24,7.6
2,7/16/2012,98,77,88,M,65,73,0,23, ,M,M,M,0,29.25,8.6,23,9.2
1,7/17/2012,99,79,89,15,67,74,0,24, ,0,M,0,0,29.13,8.6,26,9.8
2,7/17/2012,99,80,90,M,66,74,0,25, ,M,M,M,0,29.18,8.9,25,9.4
1,7/18/2012,94,72,83,9,71,74,0,18,TS TSRA RA BR,0,M,0,0.85,29.18,6,6,8.3
2,7/18/2012,91,71,81,M,71,74,0,16,TSRA BR SQ,M,M,M,0.55,29.24,5.3,2,9.2
1,7/19/2012,83,71,77,3,70,72,0,12,TSRA RA BR,0,M,0,0.8,29.2,5.2,4,10.9
2,7/19/2012,85,70,78,M,70,72,0,13,TSRA RA,M,M,M,0.89,29.24,4,5,9.6
1,7/20/2012,81,68,75,1,59,65,0,10, ,0,M,0,0,29.34,9.5,4,10.1
2,7/20/2012,82,69,76,M,61,66,0,11,DZ,M,M,M,0,29.39,10.4,4,11.1
1,7/21/2012,87,65,76,2,63,69,0,11, ,0,M,0,0,29.34,4.3,24,4.9
2,7/21/2012,89,69,79,M,63,69,0,14, ,M,M,M,0,29.39,3.4,26,4.3
1,7/22/2012,89,68,79,5,66,70,0,14, ,0,M,0,0,29.31,5.9,21,6.4
2,7/22/2012,90,75,83,M,65,71,0,18, ,M,M,M,0.01,29.38,5.9,20,6.5
1,7/23/2012,97,81,89,15,68,74,0,24,RA,0,M,0,0,29.2,9.8,24,10.5
2,7/23/2012,98,81,90,M,67,74,0,25, ,M,M,M,0.01,29.26,10,24,10.8
1,7/24/2012,84,69,77,3,65,70,0,12,TSRA RA,0,M,0,0.54,29.24,6.6,5,7.8
2,7/24/2012,88,71,80,M,66,71,0,15,TSRA RA BR,M,M,M,0.37,29.31,5.6,4,7.4
1,7/25/2012,99,70,85,11,67,73,0,20,RA,0,M,0,0.01,28.99,9.3,20,12.2
2,7/25/2012,101,74,88,M,67,73,0,23, ,M,M,M,0,29.05,9.3,20,12
1,7/26/2012,89,69,79,5,69,72,0,14,TSRA RA,0,M,0,0.71,29,6.4,25,9.1
2,7/26/2012,89,72,81,M,69,73,0,16, ,M,M,M,0.07,29.06,6,24,8.8
1,7/27/2012,86,66,76,2,64,68,0,11, ,0,M,0,0.03,29.17,5.4,34,8.6
2,7/27/2012,87,70,79,M,64,69,0,14, ,M,M,M,0.01,29.22,4.7,31,8.9
1,7/28/2012,82,67,75,1,60,66,0,10, ,0,M,0,0,29.38,6.2,6,7.9
2,7/28/2012,83,71,77,M,60,66,0,12, ,M,M,M,0,29.43,7.1,5,8.8
1,7/29/2012,85,63,74,0,59,66,0,9,RA,0,M,0,0,29.31,4.4,15,5.5
2,7/29/2012,88,68,78,M,58,66,0,13, ,M,M,M,0,29.36,4.6,14,6.1
1,7/30/2012,92,69,81,7,62,69,0,16, ,0,M,0,0,29.19,5.7,21,7
2,7/30/2012,93,74,84,M,61,69,0,19, ,M,M,M,0,29.24,6.3,20,7.4
1,7/31/2012,85,68,77,3,65,69,0,12, ,0,M,0,0.16,29.21,4.2,6,7
2,7/31/2012,86,71,79,M,65,70,0,14,TSRA,M,M,M,0.17,29.26,4,4,8
1,8/1/2012,90,68,79,6,64,69,0,14, ,0,M,0,0,29.19,1.7,19,3.6
2,8/1/2012,89,71,80,M,63,69,0,15, ,M,M,M,0,29.24,3.6,12,4.8
1,8/2/2012,93,66,80,7,63,69,0,15, ,0,M,0,0,29.13,1.5,11,6.5
